timestamp, round_id, slot1, slot2, slot3, slot4, slot5
2025-12-18 20:22:12,2013,tomato,hotdog,hotdog,tomato,horse
2025-12-18 20:22:52,2014,tomato,tomato,hotdog,hotdog,tomato
2025-12-18 20:23:32,2015,tomato,tomato,tomato,hotdog,hotdog
2025-12-18 20:24:12,2016,tomato,tomato,tomato,tomato,hotdog
2025-12-18 20:24:52,2017,hotdog,tomato,tomato,tomato,tomato
2025-12-18 20:25:32,2018,ballon,hotdog,tomato,tomato,tomato
2025-12-18 20:26:12,2019,carrot,ballon,hotdog,tomato,tomato
2025-12-18 20:26:52,2020,carrot,carrot,ballon,hotdog,tomato
2025-12-18 20:27:33,2021,carrot,carrot,carrot,ballon,hotdog
2025-12-18 20:28:13,2022,cycle,carrot,carrot,carrot,ballon
2025-12-18 20:28:53,2023,carrot,cycle,carrot,carrot,carrot
2025-12-18 20:29:33,2024,leg,carrot,cycle,carrot,carrot
2025-12-18 20:30:13,2025,hotdog,leg,carrot,cycle,carrot
2025-12-18 20:30:53,2026,cycle,hotdog,leg,carrot,cycle
2025-12-18 20:31:33,2027,tomato,cycle,hotdog,leg,carrot
2025-12-18 20:32:13,2028,tomato,tomato,cycle,hotdog,leg
2025-12-18 20:32:54,2029,horse,tomato,tomato,cycle,hotdog
2025-12-18 20:39:40,2040,tomato,ballon,leg,hotdog,tomato
2025-12-18 20:40:21,2041,leg,tomato,ballon,leg,hotdog
2025-12-18 20:41:01,2042,carrot,leg,tomato,ballon,leg
2025-12-18 20:41:41,2043,ballon,carrot,leg,tomato,ballon
2025-12-18 20:42:21,2044,ballon,carrot,leg,tomato,ballon
2025-12-18 20:43:01,2045,ballon,carrot,leg,tomato,ballon
2025-12-18 20:43:41,2046,ballon,carrot,leg,tomato,ballon
2025-12-21 14:30:10,1485,hotdog,tomato,leg,hotdog,leg
2025-12-21 14:30:50,1486,carrot,hotdog,tomato,leg,hotdog
2025-12-21 14:31:30,1487,ballon,carrot,hotdog,tomato,leg
2025-12-21 14:32:10,1488,horse,ballon,carrot,hotdog,tomato
2025-12-21 14:32:50,1489,carrot,horse,ballon,carrot,hotdog
2025-12-21 14:33:30,1490,leg,carrot,horse,ballon,carrot
2025-12-21 14:34:10,1491,tomato,leg,carrot,horse,ballon
2025-12-21 14:34:50,1492,ballon,tomato,leg,carrot,horse
2025-12-21 14:35:30,1493,ballon,ballon,tomato,leg,carrot
2025-12-21 14:36:11,1494,carrot,ballon,ballon,tomato,leg
2025-12-21 14:36:51,1495,carrot,carrot,ballon,ballon,tomato
2025-12-21 14:37:31,1496,leg,carrot,carrot,ballon,ballon
2025-12-21 14:38:11,1497,leg,leg,carrot,carrot,ballon
2025-12-21 14:38:51,1498,leg,leg,carrot,carrot,ballon
2025-12-21 14:41:03,1501,hotdog,ballon,tomato,horse,leg
2025-12-21 14:41:43,1502,tomato,hotdog,ballon,tomato,horse
2025-12-21 14:42:23,1503,hotdog,tomato,hotdog,ballon,tomato
2025-12-21 14:43:03,1504,carrot,hotdog,tomato,hotdog,ballon
2025-12-21 14:43:43,1505,carrot,carrot,hotdog,tomato,hotdog
2025-12-21 14:44:23,1506,hotdog,carrot,carrot,hotdog,tomato
2025-12-21 14:45:03,1507,hotdog,hotdog,carrot,carrot,hotdog
2025-12-21 14:45:43,1508,leg,hotdog,hotdog,carrot,carrot
2025-12-21 14:46:23,1509,ballon,leg,hotdog,hotdog,carrot
2025-12-21 14:47:04,1510,leg,ballon,leg,hotdog,hotdog
2025-12-21 14:47:44,1511,leg,leg,ballon,leg,hotdog
2025-12-21 14:48:24,1512,hotdog,leg,leg,ballon,leg
2025-12-21 14:50:28,1516,cycle,leg,carrot,hotdog,leg
2025-12-21 14:50:44,1517,tomato,cycle,leg,carrot,hotdog
2025-12-21 14:51:24,1518,tomato,tomato,cycle,leg,carrot
2025-12-21 14:52:04,1519,cycle,tomato,tomato,cycle,leg
2025-12-21 14:52:44,1520,tomato,cycle,tomato,tomato,cycle
2025-12-21 14:53:24,1521,hotdog,tomato,cycle,tomato,tomato
2025-12-21 14:54:04,1522,hotdog,hotdog,tomato,cycle,tomato
2025-12-21 14:54:44,1523,tomato,hotdog,hotdog,tomato,cycle
2025-12-21 14:55:24,1524,ballon,tomato,hotdog,hotdog,tomato
2025-12-21 14:56:05,1525,leg,ballon,tomato,hotdog,hotdog
2025-12-21 14:58:05,1526,tomato,ballon,hotdog,leg,ballon
2025-12-21 14:58:45,1527,tomato,tomato,ballon,hotdog,leg
2025-12-21 14:59:25,1528,horse,tomato,tomato,ballon,hotdog
2025-12-21 15:00:05,1529,hotdog,horse,tomato,tomato,ballon
2025-12-21 15:00:46,1530,leg,hotdog,horse,tomato,tomato
2025-12-21 15:01:26,1531,ballon,leg,hotdog,horse,tomato
2025-12-21 15:02:06,1532,horse,ballon,leg,hotdog,horse
2025-12-21 15:14:20,1551,ballon,hotdog,hotdog,carrot,leg
2025-12-21 15:15:00,1552,tomato,ballon,hotdog,hotdog,carrot
2025-12-21 15:15:41,1553,carrot,tomato,ballon,hotdog,hotdog
2025-12-21 15:16:21,1554,hotdog,carrot,tomato,ballon,hotdog
2025-12-21 15:17:01,1555,ballon,hotdog,carrot,tomato,ballon
2025-12-21 15:22:15,1563,carrot,horse,tomato,tomato,hotdog
2025-12-21 15:22:56,1564,ballon,carrot,horse,tomato,tomato
2025-12-21 15:23:36,1565,carrot,ballon,carrot,horse,tomato
2025-12-21 15:24:17,1566,horse,carrot,ballon,carrot,horse
2025-12-21 15:24:57,1567,tomato,horse,carrot,ballon,carrot
2025-12-21 15:25:17,1568,tomato,horse,carrot,ballon,carrot
2025-12-21 15:25:57,1569,tomato,tomato,horse,carrot,ballon
2025-12-21 15:26:15,1570,hotdog,tomato,tomato,horse,carrot
2025-12-21 15:26:56,1571,carrot,hotdog,tomato,tomato,horse
2025-12-21 15:27:36,1572,hotdog,carrot,hotdog,tomato,tomato
2025-12-21 15:28:16,1573,leg,hotdog,carrot,hotdog,tomato
2025-12-21 15:30:30,1575,car,carrot,ballon,leg,hotdog
2025-12-21 15:30:44,1576,hotdog,car,carrot,ballon,leg
2025-12-21 15:40:17,1590,leg,tomato,cycle,leg,hotdog
2025-12-21 15:40:57,1591,tomato,leg,tomato,cycle,leg
2025-12-21 15:41:37,1592,carrot,tomato,leg,tomato,cycle
2025-12-21 15:42:17,1593,hotdog,carrot,tomato,leg,tomato
2025-12-21 15:42:57,1594,carrot,hotdog,carrot,tomato,leg
2025-12-21 15:43:37,1595,cycle,carrot,hotdog,carrot,tomato
2025-12-21 15:44:18,1596,hotdog,cycle,carrot,hotdog,carrot
2025-12-21 15:44:58,1597,leg,hotdog,cycle,carrot,hotdog
2025-12-21 15:45:38,1598,carrot,leg,hotdog,cycle,carrot
2025-12-21 15:46:18,1599,hotdog,carrot,leg,hotdog,cycle
2025-12-21 15:46:58,1600,tomato,hotdog,carrot,leg,hotdog
2025-12-21 15:47:38,1601,hotdog,tomato,hotdog,carrot,leg
2025-12-21 15:48:18,1602,hotdog,hotdog,tomato,hotdog,carrot
2025-12-21 15:48:58,1603,hotdog,hotdog,hotdog,tomato,hotdog
2025-12-21 15:49:38,1604,carrot,hotdog,hotdog,hotdog,tomato
2025-12-21 15:50:19,1605,cycle,carrot,hotdog,hotdog,hotdog
2025-12-21 15:50:59,1606,carrot,cycle,carrot,hotdog,hotdog
2025-12-21 15:51:39,1607,carrot,carrot,cycle,carrot,hotdog
2025-12-21 15:52:19,1608,hotdog,carrot,carrot,cycle,carrot
2025-12-21 15:52:59,1609,horse,hotdog,carrot,carrot,cycle
2025-12-21 15:53:39,1610,carrot,horse,hotdog,carrot,carrot
2025-12-21 15:54:19,1611,carrot,carrot,horse,hotdog,carrot
2025-12-21 15:54:59,1612,carrot,carrot,carrot,horse,hotdog
2025-12-21 15:55:39,1613,tomato,carrot,carrot,carrot,horse
2025-12-21 15:56:20,1614,hotdog,tomato,carrot,carrot,carrot
2025-12-21 15:57:00,1615,leg,hotdog,tomato,carrot,carrot
2025-12-21 15:57:40,1616,tomato,leg,hotdog,tomato,carrot
2025-12-21 16:04:10,1626,cycle,tomato,carrot,cycle,leg
2025-12-21 16:04:51,1627,ballon,cycle,tomato,carrot,cycle
2025-12-21 16:05:31,1628,horse,ballon,cycle,tomato,carrot
2025-12-21 16:06:11,1629,tomato,horse,ballon,cycle,tomato
2025-12-21 16:06:51,1630,car,tomato,horse,ballon,cycle
2025-12-21 16:07:31,1631,hotdog,car,tomato,horse,ballon
2025-12-21 16:08:11,1632,hotdog,hotdog,car,tomato,horse
2025-12-21 16:08:51,1633,carrot,hotdog,hotdog,car,tomato
2025-12-21 16:09:31,1634,hotdog,carrot,hotdog,hotdog,car
2025-12-21 16:10:11,1635,leg,hotdog,carrot,hotdog,hotdog
2025-12-21 16:10:52,1636,hotdog,leg,hotdog,carrot,hotdog
2025-12-21 16:11:32,1637,ballon,hotdog,leg,hotdog,carrot
2025-12-21 16:12:12,1638,tomato,ballon,hotdog,leg,hotdog
2025-12-21 16:12:52,1639,super_food,tomato,ballon,hotdog,leg
2025-12-21 16:13:32,1640,hotdog,super_food,tomato,ballon,hotdog
2025-12-21 16:17:39,1646,hotdog,ballon,tomato,tomato,leg
2025-12-21 16:18:19,1647,tomato,hotdog,ballon,tomato,tomato
2025-12-21 16:18:59,1648,horse,tomato,hotdog,ballon,tomato
2025-12-21 16:19:39,1649,hotdog,horse,tomato,hotdog,ballon
2025-12-21 16:20:19,1650,carrot,hotdog,horse,tomato,hotdog
2025-12-21 16:20:59,1651,hotdog,carrot,hotdog,horse,tomato
2025-12-21 16:21:39,1652,tomato,hotdog,carrot,hotdog,horse
2025-12-21 16:22:20,1653,cycle,tomato,hotdog,carrot,hotdog
2025-12-21 16:23:00,1654,hotdog,cycle,tomato,hotdog,carrot
2025-12-21 16:23:40,1655,carrot,hotdog,cycle,tomato,hotdog
2025-12-21 16:24:20,1656,carrot,carrot,hotdog,cycle,tomato
2025-12-21 16:25:00,1657,car,carrot,carrot,hotdog,cycle
2025-12-21 16:25:40,1658,tomato,car,carrot,carrot,hotdog
2025-12-21 16:26:20,1659,hotdog,tomato,car,carrot,carrot
2025-12-21 16:27:00,1660,hotdog,hotdog,tomato,car,carrot
2025-12-21 16:27:41,1661,cycle,hotdog,hotdog,tomato,car
2025-12-21 16:28:21,1662,tomato,cycle,hotdog,hotdog,tomato
2025-12-21 16:29:01,1663,leg,tomato,cycle,hotdog,hotdog
2025-12-21 16:29:41,1664,hotdog,leg,tomato,cycle,hotdog
2025-12-21 16:30:21,1665,hotdog,hotdog,leg,tomato,cycle
2025-12-21 16:31:01,1666,leg,hotdog,hotdog,leg,tomato
2025-12-21 16:31:41,1667,leg,leg,hotdog,hotdog,leg
2025-12-21 16:33:27,1670,hotdog,hotdog,tomato,leg,leg
2025-12-21 16:34:07,1671,hotdog,hotdog,hotdog,tomato,leg
2025-12-21 16:34:47,1672,hotdog,hotdog,hotdog,hotdog,tomato
2025-12-21 16:35:28,1673,leg,hotdog,hotdog,hotdog,hotdog
2025-12-21 16:36:08,1674,hotdog,leg,hotdog,hotdog,hotdog
2025-12-21 16:36:48,1675,carrot,hotdog,leg,hotdog,hotdog
2025-12-21 16:37:28,1676,ballon,carrot,hotdog,leg,hotdog
2025-12-21 16:38:08,1677,carrot,ballon,carrot,hotdog,leg
2025-12-21 16:38:48,1678,ballon,carrot,ballon,carrot,hotdog
2025-12-21 16:44:47,1687,tomato,tomato,tomato,hotdog,leg
2025-12-21 16:45:27,1688,tomato,tomato,tomato,tomato,hotdog
2025-12-21 16:50:22,1695,hotdog,ballon,tomato,tomato,leg
2025-12-21 16:51:02,1696,ballon,hotdog,ballon,tomato,tomato
2025-12-21 16:51:42,1697,leg,ballon,hotdog,ballon,tomato
2025-12-21 16:52:06,1698,leg,leg,ballon,hotdog,ballon
2025-12-21 16:52:47,1699,carrot,leg,leg,ballon,hotdog
2025-12-21 16:53:27,1700,carrot,carrot,leg,leg,ballon
2025-12-21 16:54:07,1701,leg,carrot,carrot,leg,leg
2025-12-21 16:54:47,1702,hotdog,leg,carrot,carrot,leg
2025-12-21 16:55:27,1703,car,hotdog,leg,carrot,carrot
2025-12-21 16:56:07,1704,hotdog,car,hotdog,leg,carrot
2025-12-21 16:56:47,1705,tomato,hotdog,car,hotdog,leg
2025-12-21 16:57:27,1706,carrot,tomato,hotdog,car,hotdog
2025-12-21 16:58:07,1707,tomato,carrot,tomato,hotdog,car
2025-12-21 16:58:48,1708,cycle,tomato,carrot,tomato,hotdog
2025-12-21 16:59:28,1709,carrot,cycle,tomato,carrot,tomato
2025-12-21 17:00:08,1710,ballon,carrot,cycle,tomato,carrot
2025-12-21 17:00:48,1711,carrot,ballon,carrot,cycle,tomato
2025-12-21 17:01:28,1712,hotdog,carrot,ballon,carrot,cycle
2025-12-21 17:02:08,1713,leg,hotdog,carrot,ballon,carrot
2025-12-21 17:02:48,1714,cycle,leg,hotdog,carrot,ballon
2025-12-21 17:03:28,1715,leg,cycle,leg,hotdog,carrot
2025-12-21 17:04:05,1716,tomato,leg,cycle,leg,hotdog
2025-12-21 17:04:45,1717,carrot,tomato,leg,cycle,leg
2025-12-21 17:05:26,1718,ballon,carrot,tomato,leg,cycle
2025-12-21 17:06:06,1719,carrot,ballon,carrot,tomato,leg
2025-12-21 17:06:46,1720,leg,carrot,ballon,carrot,tomato
2025-12-21 17:07:26,1721,carrot,leg,carrot,ballon,carrot
2025-12-21 17:08:05,1722,leg,carrot,leg,carrot,ballon
2025-12-21 17:08:45,1723,leg,leg,carrot,leg,carrot
2025-12-21 17:09:25,1724,leg,leg,leg,carrot,leg
2025-12-21 17:10:06,1725,horse,leg,leg,leg,carrot
2025-12-21 17:10:46,1726,carrot,horse,leg,leg,leg
2025-12-21 17:11:26,1727,tomato,carrot,horse,leg,leg
2025-12-21 17:12:06,1728,hotdog,tomato,carrot,horse,leg
2025-12-21 17:18:47,1738,ballon,hotdog,hotdog,leg,carrot
2025-12-21 17:19:28,1739,hotdog,ballon,hotdog,hotdog,leg
2025-12-21 17:20:08,1740,hotdog,hotdog,ballon,hotdog,hotdog
2025-12-21 17:20:48,1741,carrot,hotdog,hotdog,ballon,hotdog
2025-12-21 17:21:28,1742,hotdog,carrot,hotdog,hotdog,ballon
2025-12-21 17:22:08,1743,leg,hotdog,carrot,hotdog,hotdog
2025-12-21 17:22:48,1744,tomato,leg,hotdog,carrot,hotdog
2025-12-21 17:23:28,1745,carrot,tomato,leg,hotdog,carrot
2025-12-21 17:24:09,1746,leg,carrot,tomato,leg,hotdog
2025-12-21 17:24:49,1747,ballon,leg,carrot,tomato,leg
2025-12-21 17:25:29,1748,leg,ballon,leg,carrot,tomato
2025-12-21 17:26:46,1750,leg,tomato,leg,ballon,leg
2025-12-21 17:27:26,1751,leg,leg,tomato,leg,ballon
2025-12-21 17:28:06,1752,hotdog,leg,leg,tomato,leg
2025-12-21 17:28:47,1753,ballon,hotdog,leg,leg,tomato
2025-12-21 17:29:27,1754,tomato,ballon,hotdog,leg,leg
2025-12-21 17:30:06,1755,tomato,tomato,ballon,hotdog,leg
2025-12-21 17:30:46,1756,tomato,tomato,tomato,ballon,hotdog
2025-12-21 17:31:26,1757,tomato,tomato,tomato,tomato,ballon
2025-12-21 17:32:06,1758,cycle,tomato,tomato,tomato,tomato
2025-12-21 17:32:46,1759,leg,cycle,tomato,tomato,tomato
2025-12-21 17:33:27,1760,car,leg,cycle,tomato,tomato
2025-12-21 17:34:07,1761,leg,car,leg,cycle,tomato
2025-12-21 17:34:47,1762,carrot,leg,car,leg,cycle
2025-12-21 17:35:27,1763,leg,carrot,leg,car,leg
2025-12-21 17:36:07,1764,horse,leg,carrot,leg,car
2025-12-21 17:36:47,1765,hotdog,horse,leg,carrot,leg
